"campaignid","sample","filename","period","periodtime","family","genus","species","comment","maxn","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","1","13.62500","Scaridae","Scarus","sp3",NA,5,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","1","2.64320","Siganidae","Siganus","argenteus",NA,5,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","1","3.21238","Siganidae","Siganus","punctatus",NA,2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","1","10.29640","Sparidae","Chrysophrys","auratus",NA,2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","1","11.06689","Zanclidae","Zanclus","cornutus",NA,2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (05).MP4","1","58.99755","Carangidae","Seriola","hippos",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (05).MP4","1","62.79273","Chaetodontidae","Chaetodon","assarius",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (04).MP4","1","22.95349","Haemulidae","Diagramma","pictum",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (04).MP4","1","27.47356","Labridae","Choerodon","rubescens",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (04).MP4","1","19.67271","Labridae","Coris","auricularis",NA,34,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (04).MP4","1","36.32573","Labridae","Labroides","dimidiatus",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (04).MP4","1","36.05101","Labridae","Suezichthys","cyanolaemus",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (03).MP4","1","12.97741","Lethrinidae","Lethrinus","miniatus",NA,6,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (04).MP4","1","26.32185","Lethrinidae","Lethrinus","nebulosus",NA,5,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (03).MP4","1","6.15254","Mullidae","Parupeneus","spilurus",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (05).MP4","1","75.17427","Muraenidae","Gymnothorax","woodwardi",NA,1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (03).MP4","1","6.89105","Pempherididae","Pempheris","tominagai",NA,7,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (03).MP4","1","10.75992","Pomacentridae","Chromis","spp",NA,59,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.28","L037 (19).MP4","1","26.00320","Tetraodontidae","Lagocephalus","sceleratus",NA,1,"-28.1237","113.3663","20210512","14:45","NPZ6","Fished","out6.1","149","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.28","L037 (19).MP4","1","17.89454","Triakidae","Mustelus","ravidus",NA,1,"-28.1237","113.3663","20210512","14:45","NPZ6","Fished","out6.1","149","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.28","L037 (18).MP4","1","7.29229","Unknown","Unknown","spp",NA,1,"-28.1237","113.3663","20210512","14:45","NPZ6","Fished","out6.1","149","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","3.32443","Apogonidae","Ostorhinchus","spp",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (21).MP4","1","21.52567","Carangidae","Seriola","hippos",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (22).MP4","1","41.18503","Cheilodactylidae","Cheilodactylus","gibbosus",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","6.92164","Cirrhitidae","Paracirrhites","forsteri",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","3.44122","Echeneidae","Echeneis","naucrates",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","11.48064","Labridae","Bodianus","solatus",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (21).MP4","1","19.38242","Labridae","Choerodon","rubescens",NA,2,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (22).MP4","1","48.71645","Labridae","Coris","auricularis",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","4.51924","Labridae","Suezichthys","cyanolaemus",NA,2,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","12.74273","Lethrinidae","Lethrinus","miniatus",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (21).MP4","1","18.39282","Lethrinidae","Lethrinus","nebulosus",NA,3,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (22).MP4","1","47.87727","Mullidae","Parupeneus","spilurus",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","4.12857","Pinguipedidae","Parapercis","spp",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","12.11015","Pomacanthidae","Chaetodontoplus","personifer",NA,2,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","1.40974","Pomacentridae","Chromis","spp",NA,87,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (20).MP4","1","1.65443","Serranidae","Epinephelus","rivulatus",NA,1,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.36","L027 (22).MP4","1","37.48523","Sparidae","Chrysophrys","auratus",NA,11,"-28.1062","113.4089","20210512","15:02","NPZ6","Fished","out6.9","66.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","10.20798","Carangidae","Seriola","hippos",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (09).MP4","1","31.87657","Carcharhinidae","Carcharhinus","plumbeus",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","10.20798","Labridae","Bodianus","solatus",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (09).MP4","1","28.25044","Labridae","Choerodon","rubescens",NA,3,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","10.01417","Labridae","Coris","auricularis",NA,6,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","1.49483","Labridae","Stethojulis","spp",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","2.00144","Labridae","Suezichthys","cyanolaemus",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (09).MP4","1","22.97962","Lethrinidae","Lethrinus","miniatus",NA,2,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (09).MP4","1","29.38018","Lethrinidae","Lethrinus","nebulosus",NA,2,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","5.85613","Nemipteridae","Pentapodus","nagasakiensis",NA,3,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","1.90468","Pinguipedidae","Parapercis","nebulosa",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (10).MP4","1","34.15273","Scombridae","Scomberomorus","spp",NA,6,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (08).MP4","1","5.69986","Serranidae","Epinephelus","rivulatus",NA,1,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.4","L029 (09).MP4","1","32.51276","Sparidae","Chrysophrys","auratus",NA,18,"-28.0814","113.3988","20210512","10:57","NPZ6","No-take","npz6.4","67.5","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (09).MP4","1","5.90534","Carangidae","Seriola","hippos",NA,1,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (08).MP4","1","2.47998","Chaetodontidae","Chaetodon","assarius",NA,3,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (10).MP4","1","39.35376","Labridae","Choerodon","rubescens",NA,2,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (09).MP4","1","15.35506","Labridae","Coris","auricularis",NA,22,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (09).MP4","1","24.17081","Labridae","Stethojulis","spp",NA,1,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (09).MP4","1","10.72794","Labridae","Suezichthys","cyanolaemus",NA,4,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (11).MP4","1","54.01257","Lethrinidae","Lethrinus","nebulosus",NA,2,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (09).MP4","1","8.02552","Mullidae","Parupeneus","spilurus",NA,3,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (09).MP4","1","9.20058","Muraenidae","Gymnothorax","woodwardi",NA,1,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (10).MP4","1","33.11753","Pomacentridae","Chromis","spp",NA,23,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (11).MP4","1","50.18402","Scaridae","Scarus","sp3",NA,1,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.5","L041 (11).MP4","1","54.11628","Sparidae","Chrysophrys","auratus",NA,3,"-28.0636","113.3935","20210512","10:50","NPZ6","No-take","npz6.5","65.8","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (03).MP4","1","25.33364","Carangidae","Seriola","hippos",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","35.51131","Carcharhinidae","Galeocerdo","cuvier",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","40.57720","Echeneidae","Echeneis","naucrates",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","35.51131","Haemulidae","Diagramma","pictum",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (02).MP4","1","1.16283","Labridae","Choerodon","rubescens",NA,2,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (03).MP4","1","9.92714","Labridae","Coris","auricularis",NA,48,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (02).MP4","1","0.06423","Labridae",NA,"spp",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","41.33101","Lethrinidae","Lethrinus","miniatus",NA,10,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","35.51131","Lethrinidae","Lethrinus","nebulosus",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (02).MP4","1","5.85613","Mullidae","Parupeneus","spilurus",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","39.48305","Orectolobidae","Orectolobus","hutchinsi",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","42.60173","Pomacentridae","Chromis","spp",NA,260,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.6","L031 (04).MP4","1","39.97577","Scaridae","Scarus","spp",NA,1,"-28.0837","113.4439","20210512","09:04","NPZ6","No-take","npz6.6","55.1","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.8","L033 (10).MP4","1","19.00704","Ariidae","Netuma","thalassina",NA,1,"-28.0688","113.3413","20210512","11:45","NPZ6","No-take","npz6.8","154","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.8","L033 (12).MP4","1","51.10133","Carcharhinidae","Carcharhinus","spp",NA,1,"-28.0688","113.3413","20210512","11:45","NPZ6","No-take","npz6.8","154","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.8","L033 (10).MP4","1","9.30596","Sphyrnidae","Sphyrna","lewini",NA,1,"-28.0688","113.3413","20210512","11:45","NPZ6","No-take","npz6.8","154","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.9","L037 (11).MP4","1","46.03710","Carangidae","Seriola","hippos",NA,1,"-28.0386","113.3814","20210512","11:28","NPZ6","No-take","npz6.9","77.2","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.9","L037 (11).MP4","1","36.24287","Labridae","Bodianus","spp",NA,1,"-28.0386","113.3814","20210512","11:28","NPZ6","No-take","npz6.9","77.2","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.9","L037 (11).MP4","1","44.27590","Lethrinidae","Lethrinus","miniatus",NA,2,"-28.0386","113.3814","20210512","11:28","NPZ6","No-take","npz6.9","77.2","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.9","L037 (11).MP4","1","31.62632","Lethrinidae","Lethrinus","nebulosus",NA,1,"-28.0386","113.3814","20210512","11:28","NPZ6","No-take","npz6.9","77.2","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.9","L037 (11).MP4","1","36.42750","Sparidae","Chrysophrys","auratus",NA,18,"-28.0386","113.3814","20210512","11:28","NPZ6","No-take","npz6.9","77.2","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (19).MP4","1","12.90428","Apogonidae","Ostorhinchus","spp",NA,1,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (20).MP4","1","33.31050","Carangidae","Seriola","dumerili",NA,1,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (20).MP4","1","47.19854","Carangidae","Seriola","hippos",NA,2,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (18).MP4","1","0.40429","Labridae","Stethojulis","spp",NA,1,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (19).MP4","1","11.04409","Labridae","Suezichthys","cyanolaemus",NA,1,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (20).MP4","1","46.82038","Muraenidae","Gymnothorax","woodwardi",NA,1,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.BOSS41","L033 (20).MP4","1","32.64344","Sparidae","Chrysophrys","auratus",NA,3,"-28.1137","113.3939","20210512","14:57","NPZ6","Fished",NA,"104","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.C01","L039 (21).MP4","1","49.64626","Rhinidae","Rhynchobatus","australiae",NA,1,"-28.1078","113.3706","20210512","14:39","NPZ6","Fished",NA,"138","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.C01","L039 (21).MP4","1","58.20648","Sparidae","Chrysophrys","auratus",NA,1,"-28.1078","113.3706","20210512","14:39","NPZ6","Fished",NA,"138","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.C01","L039 (20).MP4","1","26.39081","Tetraodontidae","Lagocephalus","sceleratus",NA,4,"-28.1078","113.3706","20210512","14:39","NPZ6","Fished",NA,"138","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.C01","L039 (19).MP4","1","17.11682","Triakidae","Mustelus","ravidus",NA,1,"-28.1078","113.3706","20210512","14:39","NPZ6","Fished",NA,"138","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz6.C02","L043 (20).MP4","1","39.03344","Tetraodontidae","Lagocephalus","sceleratus",NA,1,"-28.118","113.385","20210512","14:52","NPZ6","Fished",NA,"125","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (020).MP4","1","16.98169","Labridae","Bodianus","solatus",NA,1,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (021).MP4","1","44.62263","Lethrinidae","Lethrinus","miniatus",NA,3,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (021).MP4","1","35.16541","Lutjanidae","Pristipomoides","multidens",NA,4,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (022).MP4","1","47.13097","Lutjanidae","Pristipomoides","typus",NA,2,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (022).MP4","1","47.16851","Muraenidae","Gymnothorax","woodwardi",NA,1,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (020).MP4","1","10.22160","Serranidae","Epinephelus","areolatus","check",1,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.1","L027 (021).MP4","1","22.98602","Sparidae","Chrysophrys","auratus",NA,1,"-27.0962","113.0863","20210515","13:43","NPZ9","No-take","npz9.1","116","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (014).MP4","1","22.76941","Carangidae","Decapterus","spp",NA,5,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (015).MP4","1","56.58458","Carangidae","Pseudocaranx","spp",NA,2,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (015).MP4","1","56.58458","Carangidae","Seriola","dumerili",NA,6,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (013).MP4","1","1.77789","Gerreidae","Parequula","spp",NA,1,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (013).MP4","1","7.35902","Haemulidae","Diagramma","pictum",NA,1,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (013).MP4","1","6.81486","Labridae","Coris","auricularis",NA,4,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (014).MP4","1","30.80633","Labridae","Stethojulis","spp",NA,2,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (015).MP4","1","49.78724","Lethrinidae","Lethrinus","miniatus",NA,8,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (015).MP4","1","57.91953","Lethrinidae","Lethrinus","nebulosus",NA,1,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs","npz9.10","L033 (013).MP4","1","10.82470","Nemipteridae","Pentapodus","nagasakiensis",NA,1,"-27.1638","113.1565","20210515","10:36","NPZ9","No-take","npz9.10","93.6","Molly","Yes","Yes"
