"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"npz9.13","13","L031 (019).MP4","72873","R032 (019).MP4","73303","1","17.54113",78.48728,"4.47372","4.33300","1775.66326","16.44190","30.69643","13.91721","-276.02383","-420.00770","-1703.05149","Labridae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1113","113.1038","20210515","13:27","NPZ9","No-take","npz9.13","109","Molly","Yes","Yes"
"npz9.13","18","L031 (020).MP4","71581","R032 (020).MP4","72011","1","39.73831",68.64152,"13.23862","11.76961","2757.85592","30.38755","67.69529","15.78799","1353.04143","-339.77437","-2378.99171","Gerreidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1113","113.1038","20210515","13:27","NPZ9","No-take","npz9.13","109","Molly","Yes","Yes"
"npz9.13","19","L031 (020).MP4","71622","R032 (020).MP4","72052","1","39.74971",45.71149,"3.03611","6.07208","1620.82506","24.41444","18.05477","10.61580","-567.64401","-355.81240","-1475.89014","Gerreidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1113","113.1038","20210515","13:27","NPZ9","No-take","npz9.13","109","Molly","Yes","Yes"
"npz9.13","21","L031 (021).MP4","64494","R032 (021).MP4","64924",NA,"-1.00000",394.36111,"2.25079","6.79586","1274.23602","22.18706","28.15356","3.33605","-297.83669","-377.94029","-1179.88639","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1113","113.1038","20210515","13:27","NPZ9","No-take","npz9.13","109","Molly","Yes","Yes"
"npz9.14","0","L029 (011).MP4","72425","R031 (011).MP4","73235","1","14.89766",657.82005,"10.99944","13.13950","4614.18471","13.43997","5.88331","0.76607","619.58303","875.37634","-4487.82059","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","1","L029 (012).MP4","60267","R031 (012).MP4","61077","1","34.05652",508.88978,"8.19415","2.73398","2008.25961","28.14725","62.77796","1.67860","-945.16317","64.69358","-1770.75916","Gerreidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","2","L029 (013).MP4","14787","R031 (013).MP4","15597","1","43.95002",196.44313,"10.01812","8.97430","2903.66071","18.86096","21.31308","13.55614","-919.93167","186.64258","-2747.75105","Ostraciidae","Tetrosomus","reipublicae","37466008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","3","L029 (013).MP4","43621","R031 (013).MP4","44431","1","51.96747",556.42298,"2.41685","4.00142","1765.34216","13.65462","5.74269","19.23193","336.47073","245.88831","-1715.44727","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","4","L029 (013).MP4","58573","R031 (013).MP4","59383","1","56.12496",382.13476,"0.97919","1.46061","952.42042","11.97287","13.24566","5.67114","49.13399","191.37135","-931.70141","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","5","L029 (013).MP4","59584","R031 (013).MP4","60394","1","56.40607",523.41854,"2.85624","4.81034","1971.56969","16.63278","8.14667","5.99933","-334.93722","454.19337","-1889.07715","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","6","L029 (013).MP4","59973","R031 (013).MP4","60783","1","56.51424",557.06492,"5.50336","2.19197","2240.72992","27.92540","15.02397","18.30007","954.32805","436.41798","-1979.81512","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","7","L029 (013).MP4","59996","R031 (013).MP4","60806","1","56.52063",496.45874,"17.07136","4.91366","3877.78829","16.00328","25.42332","12.93044","-61.29466","1067.31794","-3727.50820","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.14","8","L029 (013).MP4","60697","R031 (013).MP4","61507","1","56.71555",275.96832,"2.35644","4.31756","1528.28875","28.85949","2.71579","19.61593","657.49299","334.40799","-1338.48450","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1438","113.1364","20210515","10:56","NPZ9","No-take","npz9.14","101","Molly","Yes","Yes"
"npz9.16","2","L033 (20).MP4","68103","R034 (16).MP4","68876","1","6.04993",401.63638,"3.86794","7.67281","1858.34716","24.63329","12.77446","1.89130","774.39838","-16.58149","-1689.22656","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1187","113.109","20210515","13:16","NPZ9","No-take","npz9.16","108","Molly","Yes","Yes"
"npz9.16","3","L033 (22).MP4","49123","R034 (18).MP4","49896","1","45.85164",344.41201,"11.92773","13.51034","3053.26774","25.69000","23.30941","0.83156","1311.17352","180.92319","-2751.46047","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1187","113.109","20210515","13:16","NPZ9","No-take","npz9.16","108","Molly","Yes","Yes"
"npz9.16","5","L033 (22).MP4","73784","R034 (18).MP4","74557","1","52.70877",419.24654,"11.96849","19.66165","4059.26329","15.53037","8.43342","9.44190","944.02643","538.59740","-3911.05425","Lutjanidae","Pristipomoides","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1187","113.109","20210515","13:16","NPZ9","No-take","npz9.16","108","Molly","Yes","Yes"
"npz9.16","7","L033 (23).MP4","18675","R034 (19).MP4","19448","1","59.92486",461.97761,"3.49831","6.57992","1820.32232","12.26561","17.75673","8.21939","386.61537","-8.84430","-1778.77027","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1187","113.109","20210515","13:16","NPZ9","No-take","npz9.16","108","Molly","Yes","Yes"
"npz9.17","1","L029 (019).MP4","19344","R031 (019).MP4","20107","1","1.36303",71.22675,"4.58347","1.41439","2094.22340","28.51868","2.14570","15.23138","-963.69207","-266.55535","-1840.11345","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","2","L029 (019).MP4","62924","R031 (019).MP4","63687","1","13.48069",336.39593,"12.96878","2.85700","4041.81265","5.21478","15.71633","7.15402","-144.42707","-337.77669","-4025.08350","Labridae","Bodianus","vulpinus","37384001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","3","L029 (019).MP4","68423","R031 (019).MP4","69186","1","15.00972",561.36218,"3.68124","2.04634","2058.39315","19.83889","8.20814","5.09665","537.32592","-446.40908","-1936.22885","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","4","L029 (020).MP4","28181","R031 (020).MP4","28885","1","26.35994",442.50742,"1.48973","2.28663","1360.83889","16.35539","3.97119","14.68078","-247.24370","-292.77356","-1305.77053","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","6","L029 (020).MP4","30046","R031 (020).MP4","30750","1","26.87852",396.66921,"3.73823","3.90451","1650.92655","17.84131","28.74819","7.77376","214.15569","-458.24116","-1571.53137","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","7","L029 (020).MP4","34347","R031 (020).MP4","35051","1","28.07444",387.95213,"2.13499","0.61794","1239.95182","17.04504","25.99806","9.50581","-284.91082","-225.67284","-1185.48644","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","8","L029 (020).MP4","70800","R031 (020).MP4","71504","1","38.21039",557.10961,"3.42210","1.18683","1280.03869","7.62306","43.44012","16.63735","-164.40849","42.46438","-1268.72600","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","9","L029 (020).MP4","71020","R031 (020).MP4","71724","1","38.27157",507.89163,"2.63566","2.59742","1838.35896","15.73779","7.40022","30.01712","-451.83322","-210.89439","-1769.44454","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","10","L029 (020).MP4","71065","R031 (020).MP4","71769","1","38.28408",451.00248,"1.65475","2.72997","1463.94182","9.03245","3.14432","4.13992","227.25993","-34.27421","-1445.78831","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","11","L029 (020).MP4","71266","R031 (020).MP4","71970","1","38.33997",451.28915,"2.76554","2.34551","1907.10388","13.25818","6.39085","7.41250","-369.28385","-234.36160","-1856.27296","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","12","L029 (020).MP4","73412","R031 (020).MP4","74116","1","38.93668",460.40602,"2.20731","6.51724","1735.93618","18.05434","4.30629","30.49400","348.04953","-410.24973","-1650.46391","Serranidae","Epinephelus","morrhua","37311151",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","13","L029 (021).MP4","7267","R031 (021).MP4","7971","1","43.08415",461.41773,"2.57213","5.87010","1825.13420","10.49680","11.24723","26.90443","-300.88071","141.52687","-1794.59070","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","14","L029 (021).MP4","8584","R031 (021).MP4","9288","1","43.45035",512.21117,"1.54690","2.71904","1325.26432","17.66844","5.67706","34.10406","-382.36764","124.83120","-1262.75004","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","15","L029 (021).MP4","8752","R031 (021).MP4","9456","1","43.49706",428.32901,"1.67621","1.82835","1446.18313","15.41122","3.61416","5.14673","271.67381","-271.83088","-1394.18326","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","16","L029 (021).MP4","10330","R031 (021).MP4","11034","1","43.93584",455.09622,"1.65363","3.45117","1299.87567","5.64714","14.87150","18.73992","98.70497","-81.35271","-1293.56709","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","17","L029 (021).MP4","57593","R031 (021).MP4","58297","1","57.07758",765.62454,"7.02940","2.26127","3563.28012","7.16822","5.46518","5.10726","426.88522","-124.38158","-3535.42974","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.17","18","L029 (021).MP4","58495","R031 (021).MP4","59199","1","57.32838",851.07802,"48.88960","12.30177","6758.12848","5.30324","23.38309","22.16802","-547.93714","299.88418","-6729.20017","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Yes","Yes"
"npz9.18","1","L039 (022).MP4","14129","R040 (022).MP4","16894","1","39.46359",458.67829,"7.28218","5.09713","2229.06928","21.43287","32.88193","5.39606","759.36703","294.64332","-2074.92094","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","2","L039 (022).MP4","16032","R040 (022).MP4","18797","1","39.99273",389.88779,"3.11330","3.48829","2162.49222","15.72836","1.03856","11.77976","470.60888","349.51347","-2081.52353","Monacanthidae","Nelusetta","ayraud","37465006",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","3","L039 (022).MP4","16228","R040 (022).MP4","18993","1","40.04723",504.76898,"3.44364","4.42376","1514.12377","14.10513","29.96679","7.78037","327.37727","-170.23877","-1468.47325","Monacanthidae","Nelusetta","ayraud","37465006",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","4","L039 (022).MP4","17525","R040 (022).MP4","20290","1","40.40787",684.82793,"12.32011","7.09156","3933.13880","15.95168","7.93725","0.19750","-1032.63938","-319.47966","-3781.68870","Triakidae","Mustelus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","5","L039 (022).MP4","77440","R040 (022).MP4","80205","1","57.06757",385.9404,"4.30860","3.52506","1870.90227","17.82399","23.06950","11.41841","535.28775","-203.51918","-1781.10142","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","6","L039 (022).MP4","77460","R040 (022).MP4","80225","1","57.07313",409.18672,"2.98356","5.43053","3059.19594","4.57950","0.03806","1.04369","-158.30642","-186.00698","-3049.42950","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","7","L039 (023).MP4","706","R040 (023).MP4","3471","1","58.27099",388.39563,"1.87356","2.96247","1363.42867","2.92285","30.44178","53.86464","-68.51001","-11.82483","-1361.65498","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","8","L039 (023).MP4","776","R040 (023).MP4","3541","1","58.29045",396.0751,"1.60962","4.75276","1310.39067","16.02768","8.33154","10.08194","337.05926","-131.49580","-1259.45370","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.18","9","L039 (023).MP4","2100","R040 (023).MP4","4865","1","58.65860",320.83566,"1.69322","3.18899","1394.03871","13.29229","10.81568","1.65204","-254.52566","-194.79974","-1356.69218","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Yes","Yes"
"npz9.2","0","L031 (011).MP4","78676","R032 (011).MP4","77520","1","9.78172",598.5451,"8.94691","6.24282","2713.18303","20.22862","18.92141","1.97567","-903.11777","-253.89748","-2545.83513","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1411","113.1465","20210515","10:52","NPZ9","No-take","npz9.2","92.1","Molly","Yes","Yes"
"npz9.2","1","L031 (012).MP4","32743","R032 (012).MP4","31527","1","19.54953",414.05275,"10.65729","3.99257","2349.56863","24.91202","50.66946","2.81776","-932.56869","331.39290","-2130.95451","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1411","113.1465","20210515","10:52","NPZ9","No-take","npz9.2","92.1","Molly","Yes","Yes"
"npz9.2","2","L031 (013).MP4","68493","R032 (013).MP4","67277","1","52.02948",512.69107,"2.15507","2.03956","1463.78608","11.21539","15.06286","25.46024","-281.66122","-41.50811","-1435.83207","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1411","113.1465","20210515","10:52","NPZ9","No-take","npz9.2","92.1","Molly","Yes","Yes"
"npz9.21","1","L035 (012).MP4","37306","R036 (09).MP4","36162","1","4.41747",622.29766,"14.81409","4.44242","2691.94807","19.65365","52.04593","7.13252","-898.75186","109.45433","-2535.12313","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","2","L035 (012).MP4","37345","R036 (09).MP4","36201","1","4.42831",643.08016,"21.75870","2.82272","3148.40191","18.32396","57.35801","0.07267","-919.44785","366.56255","-2988.75929","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","4","L035 (013).MP4","71236","R036 (010).MP4","70092","1","36.39135",360.94625,"1.03629","2.14226","1258.70203","1.24507","4.50921","33.60135","-24.41306","12.33011","-1258.40485","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","5","L035 (013).MP4","71823","R036 (010).MP4","70679","1","36.55457",471.70516,"2.34152","3.64057","1247.73957","4.44789","56.37788","55.18494","31.44333","91.51410","-1243.98172","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","6","L035 (014).MP4","25126","R036 (011).MP4","23982","1","46.10967",537.53414,"0.91938","1.52845","838.53700","6.70980","13.69137","1.55236","53.05466","82.36709","-832.79359","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","7","L035 (014).MP4","25332","R036 (011).MP4","24188","1","46.16695",564.41833,"1.85203","3.48696","1081.23399","8.58378","28.51649","4.59733","-146.55564","-67.56431","-1069.12275","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","9","L035 (014).MP4","25875","R036 (011).MP4","24731","1","46.31794",501.94357,"8.28146","17.35529","4068.44901","6.28510","7.64881","5.20843","-388.41744","217.96844","-4043.99542","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","10","L035 (014).MP4","26050","R036 (011).MP4","24906","1","46.36660",566.38168,"1.43571","7.46614","1308.31516","11.34712","7.71325","32.00429","256.07666","26.20911","-1282.74175","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.21","11","L035 (014).MP4","26156","R036 (011).MP4","25012","1","46.39607",502.63841,"1.45806","8.60632","1309.12554","14.25250","2.78201","27.79203","320.37701","-35.16338","-1268.83087","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Yes","Yes"
"npz9.22","3","L037 (012).MP4","36442","R038 (012).MP4","35509","1","20.36952",129.05533,"3.39294","7.14168","2423.84040","16.80622","5.89054","17.47113","389.67050","582.49794","-2320.31363","Labridae",NA,NA,NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1537","113.1413","20210515","10:34","NPZ9","No-take","npz9.22","102","Molly","Yes","Yes"
"npz9.22","4","L037 (013).MP4","74515","R038 (013).MP4","73582","1","53.49539",563.64699,"4.72007","7.42384","2362.16854","10.89189","16.03533","8.55267","-23.32281","445.73710","-2319.61521","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1537","113.1413","20210515","10:34","NPZ9","No-take","npz9.22","102","Molly","Yes","Yes"
"npz9.22","5","L037 (014).MP4","5138","R038 (014).MP4","4205","1","56.74419",568.63479,"2.58007","5.75440","1445.86645","15.94113","19.25479","14.90250","395.01916","-40.66325","-1390.26478","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1537","113.1413","20210515","10:34","NPZ9","No-take","npz9.22","102","Molly","Yes","Yes"
"npz9.24","0","L039 (012).MP4","40738","R040 (012).MP4","41975","1","12.52112",169.10502,"9.21087","16.22852","2922.03860","31.70643","13.81009","0.50271","1464.31949","-462.84696","-2485.93055","Labridae","Stethojulis","sp1",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1311","113.1067","20210515","11:14","NPZ9","No-take","npz9.24","117","Molly","Yes","Yes"
"npz9.24","2","L039 (013).MP4","59607","R040 (013).MP4","60844","1","40.30721",81.36945,"4.82138","7.69271","1836.14005","28.92781","37.24017","6.56663","815.61058","-351.56385","-1607.04466","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1311","113.1067","20210515","11:14","NPZ9","No-take","npz9.24","117","Molly","Yes","Yes"
