"sample","family","genus","species","length","range","number","mass.g","length.cm","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","id"
"npz6.20","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,20210512,09:13:00,"NPZ6","No-take","npz6.21",50.4,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.20"
"npz6.20","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,20210512,09:13:00,"NPZ6","No-take","npz6.21",50.4,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.20"
"npz6.20","Tetraodontidae","Torquigener","pallimaculatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,20210512,09:13:00,"NPZ6","No-take","npz6.21",50.4,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.20"
"npz6.20","Trygonorrhinidae","Aptychotrema","vincentiana",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,20210512,09:13:00,"NPZ6","No-take","npz6.21",50.4,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.20"
"npz6.21","Acanthuridae","Acanthurus","grammoptilus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Carangidae","Decapterus","muroadsi",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Carangidae","Seriola","hippos",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Carcharhinidae","Carcharhinus","plumbeus",1185.30176,1290.1122,1,19222.0292106283,118.530176,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Chaetodontidae","Chaetodon","assarius",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Chaetodontidae","Chaetodon","auriga",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Cheilodactylidae","Cheilodactylus","gibbosus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Glaucosomatidae","Glaucosoma","buergeri",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Haemulidae","Diagramma","pictum labiosum",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Anampses","caeruleopunctatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Anampses","geographicus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Austrolabrus","maculatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Bodianus","vulpinus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Choerodon","rubescens",393.73422,3424.43424,1,1131.28926911521,39.373422,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Choerodon","rubescens",473.84596,1419.59079,1,1982.84492497973,47.384596,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Choerodon","rubescens",387.79128,2533.58083,1,1080.33922986498,38.779128,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Coris","auricularis",120.86375,912.26499,1,20.5034034926869,12.086375,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Coris","auricularis",132.37399,1204.92518,1,27.0842078550295,13.237399,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Coris","auricularis",120.68187,816.46967,1,20.4091357833523,12.068187,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Coris","auricularis",134.40825,1310.74223,1,28.3781013486364,13.440825,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Coris","auricularis",117.55585,1149.16167,1,18.834209325345,11.755585,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Coris","auricularis",137.90114,1058.21435,1,30.6957069920666,13.790114,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Labroides","dimidiatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Suezichthys","cyanolaemus",86.31514,1367.04958,1,3.88705457341361,8.631514,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Suezichthys","cyanolaemus",63.57097,1506.88432,1,1.48778533991065,6.357097,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Suezichthys","cyanolaemus",80.99784,1366.31377,1,3.18356789964969,8.099784,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Suezichthys","cyanolaemus",NA,1820.22618,1,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Suezichthys","cyanolaemus",NA,1534.7172,1,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Labridae","Thalassoma","lutescens",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lethrinidae","Lethrinus","miniatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lethrinidae","Lethrinus","nebulosus",520.31555,1351.24743,1,2595.8747783933,52.031555,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lethrinidae","Lethrinus","nebulosus",613.54899,1305.19877,1,4253.59545222645,61.354899,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lethrinidae","Lethrinus","nebulosus",503.39618,1392.9713,1,2351.08429375107,50.339618,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lethrinidae","Lethrinus","nebulosus",546.12797,1482.27959,1,3001.13709956988,54.612797,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lethrinidae","Lethrinus","nebulosus",585.99331,1368.12918,1,3706.49188358193,58.599331,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Lutjanidae","Pristipomoides","typus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Monacanthidae","Eubalichthys","caeruleoguttatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Monacanthidae","Nelusetta","ayraud",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Mullidae","Parupeneus","chrysopleuron",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Mullidae","Parupeneus","spilurus",210.66674,1571.00088,1,191.483814230272,21.066674,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Mullidae","Parupeneus","spilurus",180.39205,1738.4247,1,119.821351068749,18.039205,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Muraenidae","Gymnothorax","nudivomer",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Muraenidae","Gymnothorax","woodwardi",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Orectolobidae","Orectolobus","hutchinsi",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Ostraciidae","Tetrosomus","reipublicae",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Pinguipedidae","Parapercis","haackei",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Pinguipedidae","Parapercis","nebulosa",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Pomacanthidae","Chaetodontoplus","personifer",221.96918,6643.7813,1,234.851198822071,22.196918,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Pomacanthidae","Chaetodontoplus","personifer",230.81397,6301.58024,1,262.926515420203,23.081397,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Pomacanthidae","Pomacanthus","semicirculatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Pomacentridae","Parma","mccullochi",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Serranidae","Epinephelus","morrhua",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Serranidae","Epinephelus","rivulatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Siganidae","Siganus","punctatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sparidae","Chrysophrys","auratus",447.70679,1312.4569,1,1824.90938044872,44.770679,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sparidae","Chrysophrys","auratus",429.48654,1176.85023,1,1624.96520934793,42.948654,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sparidae","Chrysophrys","auratus",411.48109,1377.6808,1,1441.76730161113,41.148109,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sparidae","Chrysophrys","auratus",637.65007,2321.35858,1,4900.20927896509,63.765007,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sparidae","Chrysophrys","auratus",451.11874,992.8618,1,1864.01905828467,45.111874,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sparidae","Chrysophrys","auratus",NA,1524.94507,1,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Tetraodontidae","Torquigener","pallimaculatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.21","Trygonorrhinidae","Aptychotrema","vincentiana",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.21"
"npz6.22","Acanthuridae","Acanthurus","grammoptilus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Carangidae","Decapterus","muroadsi",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Carangidae","Seriola","hippos",NA,3333.85832,1,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Chaetodontidae","Chaetodon","assarius",NA,1237.84894,1,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Chaetodontidae","Chaetodon","auriga",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Cheilodactylidae","Cheilodactylus","gibbosus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Glaucosomatidae","Glaucosoma","buergeri",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Haemulidae","Diagramma","pictum labiosum",512.22825,890.55933,1,1847.31517770832,51.222825,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Haemulidae","Diagramma","pictum labiosum",758.51867,1446.04481,1,5970.39699665082,75.851867,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Haemulidae","Diagramma","pictum labiosum",NA,2834.75685,1,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Labridae","Anampses","caeruleopunctatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Labridae","Anampses","geographicus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Labridae","Austrolabrus","maculatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Labridae","Bodianus","bilunulatus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
"npz6.22","Labridae","Bodianus","vulpinus",NA,NA,0,NA,NA,"2021-05_Abrolhos_stereo-BRUVs",-28.0687,113.4512,20210512,09:16:00,"NPZ6","No-take","npz6.23",45,"Molly","Yes","Yes","2021-05_Abrolhos_stereo-BRUVs.npz6.22"
