"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",393.73422,3424.43424,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",393.73422,3424.43424,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",393.73422,3424.43424,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",473.84596,1419.59079,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",473.84596,1419.59079,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",473.84596,1419.59079,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",473.84596,1419.59079,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",387.79128,2533.58083,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",387.79128,2533.58083,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",387.79128,2533.58083,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Choerodon","rubescens",387.79128,2533.58083,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.86375,912.26499,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.86375,912.26499,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.86375,912.26499,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.86375,912.26499,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",132.37399,1204.92518,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",132.37399,1204.92518,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",132.37399,1204.92518,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",132.37399,1204.92518,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.68187,816.46967,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.68187,816.46967,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.68187,816.46967,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",120.68187,816.46967,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",134.40825,1310.74223,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",134.40825,1310.74223,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",134.40825,1310.74223,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",134.40825,1310.74223,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",117.55585,1149.16167,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",117.55585,1149.16167,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",117.55585,1149.16167,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",117.55585,1149.16167,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",137.90114,1058.21435,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",137.90114,1058.21435,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",137.90114,1058.21435,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Coris","auricularis",137.90114,1058.21435,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",86.31514,1367.04958,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",86.31514,1367.04958,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",86.31514,1367.04958,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",86.31514,1367.04958,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",63.57097,1506.88432,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",63.57097,1506.88432,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",63.57097,1506.88432,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",63.57097,1506.88432,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",80.99784,1366.31377,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",80.99784,1366.31377,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",80.99784,1366.31377,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Labridae","Suezichthys","cyanolaemus",80.99784,1366.31377,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",520.31555,1351.24743,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",520.31555,1351.24743,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",520.31555,1351.24743,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",520.31555,1351.24743,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",613.54899,1305.19877,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",613.54899,1305.19877,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",613.54899,1305.19877,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",613.54899,1305.19877,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",503.39618,1392.9713,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",503.39618,1392.9713,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",503.39618,1392.9713,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",503.39618,1392.9713,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",546.12797,1482.27959,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",546.12797,1482.27959,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",546.12797,1482.27959,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",546.12797,1482.27959,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",585.99331,1368.12918,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",585.99331,1368.12918,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",585.99331,1368.12918,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Lethrinidae","Lethrinus","nebulosus",585.99331,1368.12918,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",210.66674,1571.00088,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",210.66674,1571.00088,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",210.66674,1571.00088,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",210.66674,1571.00088,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",180.39205,1738.4247,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",180.39205,1738.4247,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",180.39205,1738.4247,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Mullidae","Parupeneus","spilurus",180.39205,1738.4247,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Nemipteridae","Pentapodus","nagasakiensis",180.31207,609.18506,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Nemipteridae","Pentapodus","nagasakiensis",180.31207,609.18506,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Nemipteridae","Pentapodus","nagasakiensis",180.31207,609.18506,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Nemipteridae","Pentapodus","nagasakiensis",180.31207,609.18506,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",221.96918,6643.7813,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",221.96918,6643.7813,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",221.96918,6643.7813,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",221.96918,6643.7813,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",230.81397,6301.58024,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",230.81397,6301.58024,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",230.81397,6301.58024,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacanthidae","Chaetodontoplus","personifer",230.81397,6301.58024,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.97672,1157.63418,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.97672,1157.63418,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.97672,1157.63418,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.97672,1157.63418,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",50.987,1272.6472,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",50.987,1272.6472,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",50.987,1272.6472,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",50.987,1272.6472,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.47003,1164.55152,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.47003,1164.55152,-28.0714,113.3992,20210512,10:54:00,"NPZ6","No-take","npz6.22",59.3,"Molly","Yes","Yes"
"2021-05_Abrolhos_stereo-BRUVs.npz6.21","2021-05_Abrolhos_stereo-BRUVs","npz6.21","Pomacentridae","Chromis","spp",48.47003,1164.55152,-28.0737,113.4014,20210511,13:59:39,"NPZ6","No-take","npz6.21",57.4,"Claude","Y","Y"
